ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
3038	hyaluronan synthase 3(HAS3)	Homo sapiens				GO:0005975~carbohydrate metabolic process,GO:0007155~cell adhesion,GO:0030213~hyaluronan biosynthetic process,GO:0045226~extracellular polysaccharide biosynthetic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0085029~extracellular matrix assembly,GO:1900106~positive regulation of hyaluranon cable assembly,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0036117~hyaluranon cable,	GO:0050501~hyaluronan synthase activity,	IPR026107:Hyaluronan synthase/nodulation protein C,IPR026108:Hyaluronan synthase 3,					Alternative splicing,Complete proteome,Glycoprotein,Glycosyltransferase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Hyaluronan synthase 3,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
81888	hydroxypyruvate isomerase (putative)(HYI)	Homo sapiens						GO:0005515~protein binding,GO:0008903~hydroxypyruvate isomerase activity,	IPR013022:Xylose isomerase-like, TIM barrel domain,IPR026040:Hydroxypyruvate isomerase-like,	hsa00630:Glyoxylate and dicarboxylate metabolism,hsa01100:Metabolic pathways,		PIRSF006241:hydroxypyruvate isomerase,		Alternative splicing,Complete proteome,Isomerase,Polymorphism,Proteomics identification,Reference proteome,	chain:Putative hydroxypyruvate isomerase,sequence conflict,sequence variant,splice variant,
3292	hydroxysteroid 17-beta dehydrogenase 1(HSD17B1)	Homo sapiens				GO:0006694~steroid biosynthetic process,GO:0006703~estrogen biosynthetic process,GO:0008210~estrogen metabolic process,GO:0055114~oxidation-reduction process,GO:0060348~bone development,GO:0061370~testosterone biosynthetic process,GO:0071248~cellular response to metal ion,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0031965~nuclear membrane,	GO:0003824~catalytic activity,GO:0004303~estradiol 17-beta-dehydrogenase activity,GO:0047035~testosterone dehydrogenase (NAD+) activity,	IPR002347:Glucose/ribitol dehydrogenase,IPR011348:17beta-dehydrogenase,IPR016040:NAD(P)-binding domain,IPR020904:Short-chain dehydrogenase/reductase, conserved site,	hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,		PIRSF000095:estradiol 17beta-dehydrogenase,		3D-structure,Complete proteome,Cytoplasm,Direct protein sequencing,Lipid biosynthesis,Lipid metabolism,NADP,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,Steroid biosynthesis,	active site:Proton acceptor,binding site:NADP,binding site:Substrate,chain:Estradiol 17-beta-dehydrogenase 1,helix,mutagenesis site,nucleotide phosphate-binding region:NADP,sequence conflict,sequence variant,strand,turn,
3425	iduronidase, alpha-L-(IDUA)	Homo sapiens				GO:0005975~carbohydrate metabolic process,GO:0005984~disaccharide metabolic process,GO:0006027~glycosaminoglycan catabolic process,GO:0030207~chondroitin sulfate catabolic process,GO:0030209~dermatan sulfate catabolic process,	GO:0030135~coated vesicle,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,	GO:0003940~L-iduronidase activity,GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds,GO:0005102~receptor binding,	IPR000514:Glycoside hydrolase, family 39,IPR013781:Glycoside hydrolase, catalytic domain,IPR017853:Glycoside hydrolase, superfamily,	hsa00531:Glycosaminoglycan degradation,hsa01100:Metabolic pathways,hsa04142:Lysosome,	607014~Mucopolysaccharidosis Ih,607015~Mucopolysaccharidosis Ih/s,607016~Mucopolysaccharidosis Is,			3D-structure,Alternative splicing,Complete proteome,Disease mutation,Disulfide bond,Glycoprotein,Glycosidase,Hydrolase,Lysosome,Mucopolysaccharidosis,Polymorphism,Proteomics identification,Reference proteome,Signal,	active site:Nucleophile,active site:Proton donor,chain:Alpha-L-iduronidase,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,
51477	inositol-3-phosphate synthase 1(ISYNA1)	Homo sapiens				GO:0006021~inositol biosynthetic process,GO:0008654~phospholipid biosynthetic process,GO:0043647~inositol phosphate metabolic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004512~inositol-3-phosphate synthase activity,GO:0005515~protein binding,	IPR002587:Myo-inositol-1-phosphate synthase,IPR013021:Myo-inositol-1-phosphate synthase, GAPDH-like,IPR016040:NAD(P)-binding domain,	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,		PIRSF015578:myo-inositol-1-phosphate synthase,		Alternative splicing,Complete proteome,Cytoplasm,Inositol biosynthesis,Isomerase,Lipid biosynthesis,Lipid metabolism,NAD,Phospholipid biosynthesis,Phospholipid metabolism,Proteomics identification,Reference proteome,	chain:Inositol-3-phosphate synthase 1,sequence conflict,splice variant,
10643	insulin like growth factor 2 mRNA binding protein 3(IGF2BP3)	Homo sapiens				GO:0006412~translation,GO:0009653~anatomical structure morphogenesis,GO:0010467~gene expression,GO:0017148~negative regulation of translation,GO:0042035~regulation of cytokine biosynthetic process,GO:0051028~mRNA transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,GO:0045182~translation regulator activity,GO:0048027~mRNA 5'-UTR binding,	IPR000504:RNA recognition motif domain,IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR012677:Nucleotide-binding, alpha-beta plait,				SM00322:KH,SM00360:RRM,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Isopeptide bond,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Translation regulation,Transport,Ubl conjugation,	chain:Insulin-like growth factor 2 mRNA-binding protein 3,domain:KH 1,domain:KH 2,domain:KH 3,domain:KH 4,domain:RRM 1,domain:RRM 2,helix,modified residue,sequence conflict,splice variant,strand,
221037	jumonji domain containing 1C(JMJD1C)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007596~blood coagulation,GO:0033169~histone H3-K9 demethylation,GO:0055114~oxidation-reduction process,	GO:0000785~chromatin,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0005515~protein binding,GO:0031490~chromatin DNA binding,GO:0032454~histone demethylase activity (H3-K9 specific),GO:0046872~metal ion binding,GO:0046966~thyroid hormone receptor binding,GO:0051213~dioxygenase activity,	IPR003347:JmjC domain,	hsa05202:Transcriptional misregulation in cancer,			SM00558:JmjC,	3D-structure,Alternative splicing,Chromatin regulator,Coiled coil,Complete proteome,Dioxygenase,Iron,Metal-binding,Nucleus,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Probable JmjC domain-containing histone demethylation protein 2C,domain:JmjC,metal ion-binding site:Iron; catalytic,modified residue,sequence conflict,sequence variant,short sequence motif:LXXLL motif,splice variant,zinc finger region:C6-type,
8564	kynurenine 3-monooxygenase(KMO)	Homo sapiens				GO:0006569~tryptophan catabolic process,GO:0009651~response to salt stress,GO:0019441~tryptophan catabolic process to kynurenine,GO:0019674~NAD metabolic process,GO:0019805~quinolinate biosynthetic process,GO:0034354~'de novo' NAD biosynthetic process from tryptophan,GO:0043420~anthranilate metabolic process,GO:0044550~secondary metabolite biosynthetic process,GO:0055114~oxidation-reduction process,GO:0070189~kynurenine metabolic process,	GO:0005741~mitochondrial outer membrane,GO:0005743~mitochondrial inner membrane,GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0004502~kynurenine 3-monooxygenase activity,GO:0016174~NAD(P)H oxidase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0071949~FAD binding,	IPR002938:Monooxygenase, FAD-binding,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,IPR027545:Kynurenine 3-monooxygenase,	hsa00380:Tryptophan metabolism,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,FAD,Flavoprotein,Membrane,Mitochondrion,Mitochondrion outer membrane,Monooxygenase,NADP,Oxidoreductase,Polymorphism,Proteomics identification,Pyridine nucleotide biosynthesis,Reference proteome,Transmembrane,Transmembrane helix,	chain:Kynurenine 3-monooxygenase,modified residue,sequence variant,splice variant,transmembrane region,
4000	lamin A/C(LMNA)	Homo sapiens		h_caspasePathway:Caspase Cascade in Apoptosis,h_deathPathway:Induction of apoptosis through DR3 and DR4/5 Death Receptors ,h_fasPathway:FAS signaling pathway ( CD95 ),h_hivnefPathway:HIV-I Nef: negative effector of Fas and TNF,h_tnfr1Pathway:TNFR1 Signaling Pathway,		GO:0007077~mitotic nuclear envelope disassembly,GO:0007084~mitotic nuclear envelope reassembly,GO:0007517~muscle organ development,GO:0030334~regulation of cell migration,GO:0030951~establishment or maintenance of microtubule cytoskeleton polarity,GO:0034504~protein localization to nucleus,GO:0035105~sterol regulatory element binding protein import into nucleus,GO:0036498~IRE1-mediated unfolded protein response,GO:0055015~ventricular cardiac muscle cell development,GO:0071456~cellular response to hypoxia,GO:0072201~negative regulation of mesenchymal cell proliferation,GO:0090201~negative regulation of release of cytochrome c from mitochondria,GO:0090343~positive regulation of cell aging,GO:1900180~regulation of protein localization to nucleus,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005635~nuclear envelope,GO:0005638~lamin filament,GO:0005652~nuclear lamina,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005882~intermediate filament,GO:0016607~nuclear speck,GO:0031012~extracellular matrix,GO:0031965~nuclear membrane,GO:0048471~perinuclear region of cytoplasm,	GO:0005198~structural molecule activity,GO:0005515~protein binding,	IPR001322:Lamin Tail Domain,IPR001664:Intermediate filament protein,IPR018039:Intermediate filament protein, conserved site,	hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),hsa05414:Dilated cardiomyopathy,	115200~Cardiomyopathy, dilated, 1A,151660~Lipodystrophy, familial partial, 2,159001~Muscular dystrophy, limb-girdle, type 1B,176670~Hutchinson-Gilford progeria,181350~Emery-Dreifuss muscular dystrophy 2, AD,212112~Malouf syndrome,248370~Mandibuloacral dysplasia,275210~Restrictive dermopathy, lethal,605588~Charcot-Marie-Tooth disease, type 2B1,610140~Heart-hand syndrome, Slovenian type,613205~Muscular dystrophy, congenital,616516~Emery-Dreifuss muscular dystrophy 3, AR,		SM01391:SM01391,	3D-structure,Acetylation,Alternative splicing,Cardiomyopathy,Charcot-Marie-Tooth disease,Coiled coil,Complete proteome,Congenital muscular dystrophy,Direct protein sequencing,Disease mutation,Emery-Dreifuss muscular dystrophy,Intermediate filament,Isopeptide bond,Limb-girdle muscular dystrophy,Lipoprotein,Methylation,Neurodegeneration,Neuropathy,Nucleus,Phosphoprotein,Polymorphism,Prenylation,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Lamin-A/C,helix,lipid moiety-binding region:S-farnesyl cysteine,modified residue,mutagenesis site,region of interest:Coil 1A,region of interest:Coil 1B,region of interest:Coil 2,region of interest:Head,region of interest:Linker 1,region of interest:Linker 2,region of interest:Rod,region of interest:Tail,sequence variant,short sequence motif:Nuclear localization signal,site:Heptad change of phase,site:Stutter,splice variant,strand,turn,
4054	latent transforming growth factor beta binding protein 3(LTBP3)	Homo sapiens				GO:0036363~transforming growth factor beta activation,GO:1902462~positive regulation of mesenchymal stem cell proliferation,GO:2000741~positive regulation of mesenchymal stem cell differentiation,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,GO:0050431~transforming growth factor beta binding,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000742:Epidermal growth factor-like domain,IPR001881:EGF-like calcium-binding,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR013032:EGF-like, conserved site,IPR017878:TB domain,IPR018097:EGF-like calcium-binding, conserved site,IPR023413:Green fluorescent protein-like,IPR026823:Complement Clr-like EGF domain,		601216~Dental anomalies and short stature,		SM00179:EGF_CA,SM00181:EGF,	Alternative splicing,Amelogenesis imperfecta,Complete proteome,Disulfide bond,Dwarfism,EGF-like domain,Glycoprotein,Growth factor binding,Proteomics identification,Reference proteome,Repeat,Secreted,Signal,	chain:Latent-transforming growth factor beta- binding protein 3,compositionally biased region:Cys-rich,compositionally biased region:Gly-rich,disulfide bond,domain:EGF-like 1,domain:EGF-like 10; calcium-binding,domain:EGF-like 11; calcium-binding,domain:EGF-like 12; calcium-binding,domain:EGF-like 13; calcium-binding,domain:EGF-like 2; calcium-binding,domain:EGF-like 3,domain:EGF-like 4; calcium-binding,domain:EGF-like 5; calcium-binding,domain:EGF-like 6; calcium-binding,domain:EGF-like 7; calcium-binding,domain:EGF-like 8; calcium-binding,domain:EGF-like 9; calcium-binding,domain:TB 1,domain:TB 2,domain:TB 3,domain:TB 4,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,splice variant,
55379	leucine rich repeat containing 59(LRRC59)	Homo sapiens			Function unknown,	GO:0098609~cell-cell adhesion,	GO:0005635~nuclear envelope,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031090~organelle membrane,GO:0042645~mitochondrial nucleoid,	GO:0044822~poly(A) RNA binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,				SM00369:LRR_TYP,	Acetylation,Coiled coil,Complete proteome,Direct protein sequencing,Endoplasmic reticulum,Leucine-rich repeat,Membrane,Microsome,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Leucine-rich repeat-containing protein 59,compositionally biased region:Poly-Leu,modified residue,repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
254251	ligand dependent nuclear receptor corepressor like(LCORL)	Homo sapiens				GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,	GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0005515~protein binding,	IPR007889:DNA binding HTH domain, Psq-type,IPR009057:Homeodomain-like,					Activator,Alternative splicing,Complete proteome,DNA-binding,Nucleus,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Ligand-dependent nuclear receptor corepressor-like protein,compositionally biased region:Ala-rich,DNA-binding region:H-T-H motif,domain:HTH psq-type,sequence conflict,splice variant,
266655	long intergenic non-protein coding RNA 94(LINC00094)	Homo sapiens												Complete proteome,Reference proteome,
401944	low density lipoprotein receptor class A domain containing 2(LDLRAD2)	Homo sapiens					GO:0016021~integral component of membrane,		IPR000859:CUB domain,IPR002172:Low-density lipoprotein (LDL) receptor class A repeat,				SM00192:LDLa,	Complete proteome,Disulfide bond,Glycoprotein,Lipoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Low-density lipoprotein receptor class A domain-containing protein 2,disulfide bond,domain:LDL-receptor class A,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
